image,bird view,daylight,fog,front view,high alt,lagre occlusion,long term,low alt,medium alt,medium occlusion,medium out,night,no occlusion,no out,sequence,side view,small occlusion,small out,target id,havecar
S0305_img000334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0201_img000546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1301_img000833,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
S1702_img000196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0701_img000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0305_img000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img001044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1313_img000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1304_img000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1302_img000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1601_img000368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1312_img001421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1007_img000449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
S0701_img000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0402_img000197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1001_img001316,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S1603_img000866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0102_img000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1401_img000080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1201_img001186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1309_img000050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1201_img001620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1303_img000655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0209_img000380,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
S1307_img000302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1305_img000540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0305_img000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0306_img000179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1601_img000194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0401_img000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1201_img001319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1401_img001015,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1303_img000441,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
S1307_img000421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1312_img001193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1302_img000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1501_img000138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1001_img000330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1309_img000162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1606_img000357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1310_img000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img000270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0203_img000565,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
S1306_img001984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img001443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0701_img000012,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M1001_img000895,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S0701_img000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img001493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1101_img000325,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
S1201_img000589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1313_img001600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0307_img000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1101_img000855,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
S1201_img000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0306_img000161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0802_img000908,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
S0402_img000372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1606_img000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1201_img000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img000773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1313_img001219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0301_img000565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0606_img000646,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0606_img001146,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
S1201_img000542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1001_img000437,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S1310_img000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1001_img001359,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M0205_img000614,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M0403_img000019,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
S1306_img002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1303_img000384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img000639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1303_img000646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1501_img000154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1311_img000435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1401_img001048,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
S1302_img000402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1313_img000830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1501_img000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img001818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1310_img000418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1304_img000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0103_img000500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1303_img000951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0209_img001436,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
S0307_img000253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0201_img000234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1302_img000067,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
S1303_img000434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0301_img000387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1309_img000900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1307_img000087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0205_img000239,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M1001_img000366,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S1201_img000385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0201_img000604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1202_img000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1605_img000070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1305_img000524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1310_img000598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0802_img000696,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
S0701_img000492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1309_img001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0203_img000057,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
S0701_img000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1602_img000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0309_img000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1602_img000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1305_img000096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1602_img000552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1001_img000125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1001_img001762,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S1307_img000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0101_img001581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0701_img000526,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M1001_img001520,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S0201_img000862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1201_img002524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1001_img001449,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S1306_img001499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1301_img000261,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1401_img000429,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
S0701_img000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1310_img000116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1309_img001037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0209_img000376,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
S1201_img000400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0101_img000862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1401_img000081,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
S0801_img000406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1303_img000453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1101_img000112,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M0802_img000421,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
S1201_img002125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0302_img000239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1201_img000285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0306_img000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1312_img000660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1312_img001635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1607_img000506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1308_img000383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1303_img000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1310_img000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0606_img001278,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
S1603_img001422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1201_img002513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1001_img000644,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S1603_img001616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1101_img000687,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M0203_img000311,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
M0606_img001057,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1302_img000546,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
S0101_img000835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img000357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0401_img000433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1312_img000497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img001323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img002623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img000531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1302_img000166,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
S0304_img000090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1301_img000785,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0205_img000078,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
S1306_img001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1310_img000751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img002023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0102_img000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1607_img000046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0102_img000348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1602_img000593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0801_img000083,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0203_img000065,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
S1309_img000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1313_img001952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1601_img000320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1101_img000497,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
S1313_img000344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0101_img001215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img002809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img000719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1302_img000144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img002187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0101_img000316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img000301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1310_img000252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0701_img000290,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
S0305_img000276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1301_img000755,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0606_img000832,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0601_img000355,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
S1602_img000421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1302_img000055,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0701_img000445,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
S0301_img000155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0201_img000089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0601_img000106,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
M1001_img000540,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S1309_img000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0802_img000568,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
S1309_img000080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1101_img000602,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
S1310_img000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0309_img000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1602_img000303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img000999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1602_img000350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0701_img000249,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
S1306_img001374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img001955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1305_img000183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1308_img000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0307_img000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img001841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0306_img000080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0701_img000110,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
S1701_img000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1201_img000614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0302_img000410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1310_img000406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0606_img001085,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
S0103_img000435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1306_img001040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1301_img001137,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
S0302_img000210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1007_img000154,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
S1602_img000560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1307_img000561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img002361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1001_img001492,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S1201_img000816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1601_img000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1604_img000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1602_img000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1001_img000842,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M1301_img001057,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0701_img000861,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
S0801_img000279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1603_img001387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0901_img000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0601_img000063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1007_img000188,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
S1306_img001331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M1007_img000208,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
S1702_img000263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1309_img001125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1305_img000736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1301_img000262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0205_img000590,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
S1603_img002223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S1312_img000696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M0601_img000048,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
M0209_img001236,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
M0606_img000269,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0802_img000851,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0701_img000355,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M1301_img000535,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
S1306_img001725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
